date,cases,state
"2020-09-27",9,TH
"2020-09-28",10,TH
"2020-09-29",7,TH
"2020-09-30",6,TH
"2020-10-01",7,TH
"2020-10-02",8,TH
"2020-10-03",8,TH
"2020-10-04",8,TH
"2020-10-05",8,TH
"2020-10-06",9,TH
"2020-10-07",10,TH
"2020-10-08",10,TH
"2020-10-09",8,TH
"2020-10-10",9,TH
"2020-10-11",11,TH
"2020-10-12",10,TH
"2020-10-13",9,TH
"2020-10-14",13,TH
"2020-10-15",13,TH
"2020-10-16",14,TH
"2020-10-17",19,TH
"2020-10-18",16,TH
"2020-10-19",19,TH
"2020-10-20",18,TH
"2020-10-21",19,TH
"2020-10-22",22,TH
"2020-10-23",26,TH
"2020-10-24",23,TH
"2020-10-25",27,TH
"2020-10-26",28,TH
"2020-10-27",26,TH
"2020-10-28",30,TH
"2020-10-29",31,TH
"2020-10-30",30,TH
"2020-10-31",24,TH
"2020-11-01",24,TH
"2020-11-02",29,TH
"2020-11-03",33,TH
"2020-11-04",44,TH
"2020-11-05",27,SH
"2020-11-05",57,HH
"2020-11-05",142,NI
"2020-11-05",29,HB
"2020-11-05",747,NW
"2020-11-05",243,HE
"2020-11-05",89,RP
"2020-11-05",292,BW
"2020-11-05",339,BY
"2020-11-05",51,SL
"2020-11-05",240,BE
"2020-11-05",64,BB
"2020-11-05",19,MV
"2020-11-05",240,SN
"2020-11-05",26,ST
"2020-11-05",48,TH
"2020-11-06",27,SH
"2020-11-06",59,HH
"2020-11-06",155,NI
"2020-11-06",29,HB
"2020-11-06",785,NW
"2020-11-06",252,HE
"2020-11-06",86,RP
"2020-11-06",301,BW
"2020-11-06",356,BY
"2020-11-06",52,SL
"2020-11-06",243,BE
"2020-11-06",64,BB
"2020-11-06",15,MV
"2020-11-06",247,SN
"2020-11-06",30,ST
"2020-11-06",52,TH
"2020-11-07",27,SH
"2020-11-07",63,HH
"2020-11-07",162,NI
"2020-11-07",30,HB
"2020-11-07",813,NW
"2020-11-07",253,HE
"2020-11-07",89,RP
"2020-11-07",313,BW
"2020-11-07",362,BY
"2020-11-07",50,SL
"2020-11-07",252,BE
"2020-11-07",63,BB
"2020-11-07",17,MV
"2020-11-07",260,SN
"2020-11-07",31,ST
"2020-11-07",54,TH
"2020-11-08",27,SH
"2020-11-08",68,HH
"2020-11-08",169,NI
"2020-11-08",32,HB
"2020-11-08",805,NW
"2020-11-08",266,HE
"2020-11-08",95,RP
"2020-11-08",323,BW
"2020-11-08",372,BY
"2020-11-08",51,SL
"2020-11-08",256,BE
"2020-11-08",67,BB
"2020-11-08",22,MV
"2020-11-08",261,SN
"2020-11-08",32,ST
"2020-11-08",58,TH
"2020-11-09",27,SH
"2020-11-09",72,HH
"2020-11-09",175,NI
"2020-11-09",32,HB
"2020-11-09",826,NW
"2020-11-09",271,HE
"2020-11-09",103,RP
"2020-11-09",342,BW
"2020-11-09",389,BY
"2020-11-09",60,SL
"2020-11-09",265,BE
"2020-11-09",61,BB
"2020-11-09",20,MV
"2020-11-09",268,SN
"2020-11-09",34,ST
"2020-11-09",60,TH
